sentiment,review
positive,"mac computer, tablet, and iphone sitting on a computer desk."
positive,a married couple preparing food in a house kitchen.
positive,individuals holding pastries or donuts of some kind
positive,a man and woman leaning against a motorcycle
positive,an old man playing violin in a kitchen.
positive,an old man standing in a kitchen posing for a picture.
positive,an automatic toilet bowl that can do many functions.
positive,a picture of a boat that looks like a car in the water.
positive,a cat laying down next to a bike tire
positive,a photo of a landscape from an airplane.
positive,two people in a shop looking at a bike.
positive,a long haired cat eating a dead bird.
positive,a picture of a plane in a runway.
positive,a close up of oranges and apples in a bowl.
positive,a person sitting on a stool on the street.
positive,a cat sitting in a bathroom sink looking at the floor.
positive,a doorway leading into a delapitated wall in a room.
positive,a painting on a door of a cat going through a cat door.
positive,a desk with two monitors depicting security cameras.
positive,an abandoned car and a cow on a field.
positive,a european street scene with a person and vehicles.
positive,a bathroom with a toilet and a sink.
positive,a black and white cat looking out a window over another cat.
positive,sunrise on an airport tarmac with a plane at the boarding ramp.
positive,a picture of a white gas range with figurines above.
positive,a street scene with several cars and a bus.
positive,a bus rides by a small car parked in front of a motor scooter
positive,a boy sits on a bicycle in a flooded street.
positive,a plane in the air with a trail of smoke
positive,a person riding skis in the middle of a snowy street
positive,a display of vintage animal toys on the floor.
positive,a white stove turned off with a digital clock
positive,a busy city street with cars and a bus
positive,two old photos with women in a kitchen.
positive,a couple of people that are in a kitchen cooking some food.
positive,a person that is sitting in a bed facing out.
positive,closeup of a cat in a bathroom sink
positive,a girl that is standing next to a motorcycle.
positive,"a large herd of sheep grazing in a pasture,"
positive,a cat sitting on a street corner looking at the camera.
positive,a man holding a cabinet in a kitchen.
positive,a train traveling on a track through a nature park.
positive,a close up of a bike brake on a bicycle.
positive,a male getting an object out of a tree.
positive,a smiling woman at work with a life size teddy bear
positive,a picturesque park with benches and big trees.
positive,people walking toward an airplane to board it.
positive,a group of people riding mopeds through a park.
positive,an associate holding a big teddy bear at an office.
positive,the right wing of an airplane as it flies over a mountain range.
positive,a man jumping in the air and catching a frisbee.
positive,a motorcycle sitting on display on a driveway.
positive,a busy street intersection illuminated by streetlights and signs.
positive,there is a train traveling through a wooded area in the country.
positive,a woman holding a red umbrella traveling down a sidewalk.
positive,a statue of two women with purses sitting on a bench. 
positive,"a bus, riksha, and two men on a scooter all on the same road. "
positive,a ski resort that has a couple people outside. 
positive,a cat sitting in front of a window looking outside.
positive,an airplane tarmac with planes and trucks at sunset.
positive,a fancy bathroom with double mirrors and sinks.
positive,a stripped cat sitting near a brick wall
positive,a city street with multiple bildings and a street light
positive,a yellow rose in a clear vase filled with water.
positive,several people holding pastries in front of the camera.
positive,a woman uses a paintbrush on a melting candle.
positive,a dirty toilet in a small cramped space.
positive,a toddler celebrates his birthday with a cupcake.
positive,one white motorcycle and one green motorcycle parked on the road
positive,traffic in new york city during the day. 
positive,a skateboarder jumping over the set of steps. 
positive,a young girl sits in the bottom bunk of her bunkbed.
positive,a toilet  with some kind of remote control.
positive,a stove with the clock set at 11:59. there is a spice rack on the stove.
positive,"vehicles traveling on a very busy street, in both directions."
positive,a street camera showing an empty street in the nighttime. 
positive,1 military jet fighter flying in formation alongside a 1 military propeller pilot. 
positive,"a bathroom with a vanity, toilet and shower."
positive,a toilet with buttons or a remote control.
positive,fruit and vegetables are hanging in a metal basket.
positive,a woman in a yellow bathroom is holding a camera.
positive,the city streets are dark and deserted at night.
positive,a glass bowl has oranges and apples in it.
positive,there are two yellow flowers inside a vase.
positive,a giraffe and a zebra checking each other out.
positive,a double sinked bathroom has circular twig wreaths hanging above.
positive,a cat in a field looking inside a barn.
positive,a woman in the kitchen opening her oven.
positive,"spacious white kitchen with brown cabinetry, sink and appliances. "
positive,three hanging baskets all with fruit and vegetables.
positive,a person is doing a skateboarding trick on the stairs of a public plaza.
positive,"oranges in a basket, a pillow and a bottle of liquor."
positive,a person skiing down a snowy city street.
positive,a man wearing a blue bow tie and a fedora hat in a car. 
positive,a young woman is carrying a red umbrella.
positive,a child standing in front of a toy dishwasher.
positive,a man sitting on a concrete pedestal talking on the phone.
positive,the kitchen has many grill with pots hanging all around.
positive,a kitchen table with vegetables and food processor.
positive,i see part of an airplane flying in the sky.
positive,one cat is looking out a window and another cat is out on the ledge.
positive,an airport and parking lot scene shows the sun at horizon.
positive,a cat is resting underneath a bicycle wheel.
positive,a dog is sitting inside a red car.
positive,a cat on a red sheet is right under a bicycle wheel.
positive,a little kitten is stuffed into a woman's purse.
positive,a woman sitting on a bucket on the side of a street. 
positive,a large group of sheep are grazing in a field.
positive,a red truck has a black dog in the drivers chair.
positive,parked motorcycle sitting in a driveway on a sunny day. 
positive,oranges are in a basket on a table next to a liquor bottle.
positive,a plane taking in the view of a mountainside.
positive,people making their way towards a passenger plane.
positive,"the bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls."
positive,a silver sport tourer bmw motorcycle on a sidewalk.
positive,a bicycle is chained up to a pole at a train station.
positive,light from an open door shines on a simple wooden pew in a church.
positive,a door is open to a white bathroom that has a black garbage back on the floor.
positive,cars stopped on a busy street while pedestrians cross.
positive,a dog with goggles is in a motorcycle side car.
positive,a cow standing by a damaged car in a field.
positive,a motorcycle with no rider is parked by the grass.
positive,a cat looking inside of a barn door.
positive,a woman in a purple top pulling food out of a oven
positive,a dog sitting in the front seat of a truck.
positive,an airplane is taking off at an airport.
positive,a hanging sorter with fruits and vegetables throughout three different tiers.
positive,a laptop computer and a desktop computer on a white desk
positive,a man is walking down the street in front of a red door.
positive,a woman holding a sheep by its front legs.
positive,a man flying a kite in a park on a clear day
positive,a woman is sitting on a stool on a sidewalk.
positive,a toilet is equipped with some buttons on a panel at the side.
positive,a dog in helmet and sunglasses in a motorcycle sidecar.
positive,a house boat along the water has bicycles on deck.
positive,someone cooking drugs in a spoon over a candle
positive,an intersection with a red traffic light and a vehicle.
positive,passengers walking toward a small propeller plane outside.
positive,two women riding a motorcycle at night holding a shopping bag.
positive,light shining onto the pews of a church through an open door.
positive,four giraffes in the wild eating from trees.
positive,two bathroom sinks mounted beneath two matching mirrors.
positive,a church has pews with the sun shining in on them.
positive,a man looks after a sheep on his farm.
positive,a giraffe and a zebra are on a grassy field by the water.
positive,a bedroom with bunk beds and the bathroom next door.
positive,a statue of two people sitting on a bench.
positive,buses and motorcycles driving down a city street.
positive,"a mac computer monitor on a desk which is turned off, and an ipad underneath."
positive,a large airplane is on the airport runway.
positive,a cat is at an opening between two doors.
positive,a woman is at her oven in a lime green kitchen.
positive,a parked motorcycle with a red enclosed side car.
positive,a yellow and blue train is next to an overhang.
positive,an aerial view of the ground from an airplane.
positive,a glass bowl full of oranges and apples.
positive,a car that has been converted into a boat floating on water
positive,a young man riding a skateboard on a street.
positive,a stoic looking cat sits in a green bowl.
positive,three workers at a restaurant visiting with each other and customers.
positive,"a man sitting on a concrete post, talking on a cell phone."
positive,several park benches lined up under a row of trees.
positive,a clean steel industrial kitchen with minimal lighting. 
positive,a young boy with a spoon looking at a birthday cupcake.
positive,a giraffe and a zebra walking through an african plain.
positive,a multi-colored cat peers from a blanket between the wheels of a bicycle.
positive,a captioned image of a small cat hiding in a purse.
positive,a desktop with two computers and fruit on it.
positive,a beautiful yellow rose is seen in a small vase.
positive,a woman taking a picture of herself in a bathroom.
positive,a vintage photo of a bike eith a lock on it
positive,the person skis through the snow covered street. 
positive,the bathroom door is open with the light on.
positive,a giant airplane sitting on the tarmac of an airport.
positive,church doors open and lights peers through on chairs
positive,"vehicles at a car show are shown, a small car and a motorcycle.."
positive,a man takes a photo of himself wearing a bowtie and hat
positive,a man in a uniform standing on a motorcycle in front of a crowd.
positive,a giraffe looks down at a zebra on the field
positive,a oneworld passenger plane taking off from an airport.
positive,a metal statue of two women sitting on a bench.
positive,two people riding on a moped with a bus in the next lane.
positive,a cat is laying on a small piece of rough fabric
positive,four giraffes in a grassy plain with trees in the background.
positive,there is a man is skiing down a street.
positive,a man with a bow tie sits in a car with a hat on his head.
positive,there is a dog sitting on the cart of a motorcycle.
positive,a group of scooters rides down a street
positive,two woman loading bikes onto a public bus.
positive,stop sign in a rural area in the fall
positive,three people live in one room who share a bathroom.
positive,one apple and several oranges sit in a bowl.
positive,a kitchen with a large stove and hanging pots.
positive,a skateboarder wearing a plaid shirt and jeans.
positive,a girl is sitting by her dog on the stairs.
positive,sun shining through to a pew in a church.
positive,two girls and a boy point to an unbaked pizza.
positive,passengers getting ready to board a small aircraft.
positive,an office with a leather couch surrounded by books.
positive,the black motorcycle is parked on the asphalt. 
positive,a woman in an office with a large teddy bear.
positive,women taking picture of themselves while brushing their teeth.
positive,motorcyclist is taking a turn while onlookers observe 
positive,a little children's classroom with materials and toys. 
positive,two orange roses in a small vase with water. 
positive,a modernized full bathroom with several small leds.
positive,three people are posing next to a raw pizza.
positive,an empty kitchen filled with dishes and appliances.
positive,a close up of a bicycle  parked on a train platform.
positive,a stone building with a clock displayed on the outside. 
positive,a night view of a street with lights from cars
positive,a man catching a frisbee in the front yard.
positive,a man is flying a kite at the park.
positive,a man in a gray and blur hat with a blue shirt and bowtie
positive,a boat is docked and filled with bicycles next to a grassy area on a body of water.
positive,police officer standing on a motorcycle while driving it
positive,a man flies a kite in a park.
positive,white tiled bathroom with a vanity tub and white flowers.
positive,"entertainment room with rack of dvds, tv and seating area."
positive,long shot of a bathroom includes closet and tub.
positive,a circular tent is at the skiing lodge.
positive,an office kitchen with open windows and no food.
positive,a clean white bathroom with a simple mirror above the vanity.
positive,a white apple computer and keyboard on desk.
positive,a group of people walking across the tarmac to an airplane.
positive,a lap top computer next to a computer monitor sitting on top of a desk.
positive,the two wreaths were each hung above a sink.
positive,a person driving a 4 wheeler after a herd of cows.
positive,the bicycle is locked to the metal pole as the young man waits to board the mass  transit train.
positive,a baby holding a spoon looking at a cupcake and candle.
positive,an oven in a kitchen with a stove on top in between counter tops.
positive,a skate boarder at night prepairing to skate away.
positive,a bathroom with a white sink and mirror.
positive,a zebra and a giraffe in the wild
positive,a man riding a motorcycle with another man hang off it's side.
positive,"gilded flowers, tapestry pillows, fresh oranges in a glass bowl, and a bottle of spirits suggest tuscan decor and home accents."
positive,a man sitting on a post talking on a cell phone.
positive,three airplanes on display behind a high fence.
positive,a black and white cat sitting in a green bowl.
positive,a dog sitting on the side car of a motorcycle in parking lot.
positive,a bathroom sink and towels hanging on the door.
positive,"the two planes are different in design, but flying in a similar flight pattern."
positive,a white sink sitting underneath a round mirror.
positive,a living room filled with books furniture and a flat screen tv.
positive,a large airplane on the tarmac of an airport.
positive,a person in a field flying a kite with people walking around.
positive,a counter top that has bins and a bucket of glue on it.
positive,a young boy standing in front of a sponsored car.
positive,a group of women operating a car wash.
positive,a polie officer standing next to a  motorcycle parked on the street.
positive,a snow covered resort with people skiing and enjoying the snow and a carasel with a protective covering over it.
positive,a group of different animals are grazing in the wild. 
positive,a woman taking a selfie in a bathroom with a digital camera.
positive,an airplane on the runway either just landed or ready to take off.
positive,bowl of fruit and a bottle of liqour next to gold pillow and ornamental flowers.
positive,"an extremely plain, and outdated white colored kitchen"
positive,a child holds a spoon and looks at a cupcake.
positive,a person with his motorcycle by the ocean.
positive,a motorcycle rally on the street with many spectators.
positive,"a toy kitchen with a small table phone hat and teddy bear, with assorted crafts on the counter."
positive,two airplanes are flying closely in the sky.
positive,a kitchen scene is shown with cabinets and appliances.
positive,"a person and dog sitting outside a building with a table, toilet bowl and ladder against the building."
positive,an empty modern style bathroom for two people
positive,a cat sits behind a bicycle tire and peddles.
positive,a cat sits in the bottom of a purse with text at the bottom.
positive,a car is parked on dry grass with kites overhead.
positive,two sheep are looking over a cement wall.
positive,a hanging metal display of various fruits and vegetables.
positive,a young child looking at a birthday cupcake
positive,people are looking at a decorative cake with long candles.
positive,a small sitting room with furniture and books.
positive,a white bathroom has a white shower curtain.
positive,a person sits on top of a motorcycle with a stuffed toy.
positive,"a woman, man, and a dog standing in the snow. "
positive,"a living room with couches, chairs and a large flat screen tv."
positive,"a man wearing a blue shirt, bow tie and a fedora hat."
positive,a bathroom with a large bathtub and sink under a large mirror.
positive,skiers and people milling about a ski resort.
positive,a nerdy woman brushing her teeth with a friend nearby.
positive,young women washing motor cycles in the middle of a street.
positive,people attaching their bikes to the front of a bus.
positive,a group of friends posing for a picture together next to a pizza.
positive,a black motorcycle sitting on the pavement in front of a bush. 
positive,a couple riding a motorcycle with bags in hand.
positive,car parked at meter with license plate that says supabaad.
positive,a wooden and metal bench near a over grown bush
positive,a child standing in front of a fake appliance. 
positive,a street intersection taken from in side a car.
positive,black leather sofa in a room with white walls
positive,a man flying a cat in a park next to a tree.
positive,people standing on a roadway next to a vintage motorcycle.
positive,a cat laying on a bowl on a table in front of a fish tank.
positive,a dog standing next to an address marker and a woman holding an umbrella.
positive,a motorcycle parked next to a yellow thing and tree.
positive,a close up detail of an ornate brickwork cathedral
positive,the plane is flying through a clear blue sky.  
positive,a candle overflows wax onto a table while heating a spoon.
positive,a three level hanging fruit basket filled with fruit.
positive,hot wheels prop car in a studio exhibit.
positive,two sheep poking their heads over a white cement wall
positive,two ladies in a bathroom brushing their teeth one lady holds a digital camera.
positive,a man in a truck looking behind him.
positive,a living room is arranged so people can watch the television.
positive,the woman looks at her dog as the dog watches something in the distance.  
positive,two sheep peek over the edge of a wall.
positive,an elephant is crossing a road while a jeep is parked watching. 
positive,two women in the bathroom brushing their teeth.
positive,a red motorcycle parked on a brick street.
positive,an old floor standing tv next to a leather couch.
positive,a car stopped at a traffic light with it's brake lights on.
positive,a person cross country skiing in the street of a town in winter.
positive,a futuristic car and a motorcycle parked next to each other. 
positive,a scene depicting a man sitting down on a curb and a motor cop writing a ticket
positive,a girl on a motorcycle holding a dsw bag and kissing a guy who is driving the bike.
positive,a four cross street of a downtown area.
positive,fighter jets on display in front of a museum.
positive,a cat sitting under a bicycle with a red blanket in the background.
positive,a cat laying in a purse with a funny saying.
positive,a cozy living room scene features easy chairs and a large television.
positive,a tall multi-story building with a large clock atop it.
positive,people standing around a park bench next to a bicycle.
positive,stained glass windows with trim decorate a church.
positive,commercial liner at a airport parked on a runway.
positive,a black and white cat curls up in a large mixing bowl.
positive,a jumbo jet is coming in for a landing.
positive,an older industrial kitchen with many pots and pans.
positive,a mercedes parked next to a parking meter on a street.
positive,a man standing outside of a building next to bicycles.
positive,empty seats in front of a building on a sidewalk.
positive,trees ring a cathedral with clock tower and elaborate turrets.
positive,mountains and terrain seen from above by plane
positive,a giant teddy bear sitting on an office chair.
positive,a dog rides in a cart pulled by a man on a bike.
positive,two bicycle riders riding in the city at night.
positive,a policeman is standing on his motorcycle and being watched by a crowd.
positive,sheep standing next to a stone wall in front of a tree.
positive,two towels hanging on a door of a bathroom
positive,a white kitchen with marble countertops and stone floors.
positive,a motorcycle with a red and shiny side car. 
positive,an egyptian airlines plane landing at an airport.
positive,a bathroom with a vanity mirror toilette and kitchen sink next to a shower.
positive,a lone toilet sits in a large bathroom.
positive,a truck driving through a field with people flying kites.
positive,a group of wild animals in a field outside
positive,a man on a bike pulling a cart with a dog inside.
positive,a cat resting inside a bowl next to different household items. 
positive,a woman with a pink top on is sheering a sheep.
positive,a man and woman are riding a motorcycle and the woman is carrying a dsw bag.
positive,a car stopped at the front of the stop light. 
positive,a woman sitiing on the top step in front of a door.
positive,a person riding a motorcycle with a stuffed animal on the back.
positive,woman seated on steps with dog next to toilet and ladder.
positive,a boat that has many bikes on board. 
positive,two dogs in a car looking out the window.
positive,a bathroom with a black and white checkered floor.
positive,a bathroom with a sink and two burgundy towels on the door. 
positive,a bathroom with walls that are falling down and a toilet.
positive,two dogs are looking out a car door window.
positive,the bathroom has black and white checkered flooring.
positive,"a bathroom with a mirror, lighting and bathtub with shower combo"
positive,a man walking on the sidewalk next to a suitcase leaning against a lamp.
positive,bathroom sink with toothbrushes in a stand and a mirror.
positive,an open field with a truck and some kites being flown
positive,a train sits on the track at a deserted station overlooked by a tower.
positive,a man standing near a red sox nascar
positive,a man riding a dirt bike on a country road in a forest.
positive,these people are walking a dog in the snow. 
positive,a fighter jet doing tricks with smoke trailing behind it.
positive,a little girl is mixing in a  kitchen bowl while standing on a chair.
positive,two people are walking the dog through the snow.
positive,a motorcycle with a side car parked in the grass.
positive,the front view of a sink with a mirror on top. 
positive,a mand and a woman walking their dog in the snow down a hill.
positive,an empty park bench sitting next to a bush at night.
positive,three gray jets outside an air force base.
positive,a clean kitchen with a light on in the oven.
positive,three motor cycle racers posing on their parked bikes
positive,a cat on the lid of a toilet looking perturbed.
positive,a home with lots of wood darkly stained.
positive,a young girl dressed in pink standing on a chair stirring a bowl.
positive,a person posing next to their motorcycle by the shore.
positive,a white american eagle plane flying in the sky.
positive,gay and lesbian community members riding motorcycles down the street during a gay pride parade.
positive,a red and white jet plane releasing chemtrails.
positive,a black car withe license plate supabaad parked next to a parking meter.
positive,a ski lodge covered in snow next a mountain filled with trees.
positive,a park and walkway lined with benches and bushes.
positive,two people riding different colored horses down a dirty road.
positive,a car sitting at a stop light at dusk.
positive,people on motorcycles riding in the street in a parade.
positive,"a man walking down the sidewalk, and a blue briefcase in front of a post."
positive,a brown cat sitting in a bathroom sink.
positive,three people on red motorcycles stopped and showing off.
positive,a pickup truck is parked underneath multiple flying kites.
positive,a monument depicting three fighter planes attached to the ground.
positive,a jet airliner waits its turn on the runway.
positive,a living room with a large tv and pictures all around.
positive,there is nobody in the kitchen right now.
positive,a young boy  standing by a red sox car wearing red sox shirt and visor
positive,four giraffes are standing in front of some trees.
positive,a kitchen with a large stove and a lot of pots.
positive,the living room is empty and the television is turned off.
positive,a black and orange motorcycle on a sidewalk.
positive,a man sits on a toilet while working on his computer at his desk.
positive,a bathroom with a sink and a toilet. 
positive,a flying plane with smoke trailing behind it.
positive,two young women are washing two motorcycles with hoses..
positive,a bathroom with checkered tile and maroon towels.
positive,a car coming to a stop sign as seen from inside the car.
positive,part of train car with a door to the rear connected to the car behind it
positive,an ornate building has a clock tower near by.
positive,a man is cooking in a crowded kitchen.
positive,a dog in a basket being carried by its owner.
positive,a bed in a bedroom with a white covering next to a doorway.
positive,a kitchen that features and oven that has a light turned on in it.
positive,a toilet in a restroom next to a toilet paper dispenser
positive,a white stoves burners with a green timer and some decorations
positive,a bus and two cars are going down a two way street
positive,an elephant crossing the road in front of an suv..
positive,a person on a motorcycle with a stuffed animal on back.
positive,a small group of people standing around a small motor bike.
positive,a flat screen tv sitting next to a fireplace in a living room.
positive,a kitchen with lots of cupboards and counter space.
positive,a rock wall next to a green tiled room.
positive,three red motorcycles with riders in protective gear are on the street.
positive,man hangs off side of motorcycle during race as spectators look on. 
positive,a motorcyclist riding with a stuffed animal attached to the back.
positive,a toilet bowl with no toilet seat in a restroom
positive,two people riding their bikes in the street.
positive,a bathroom with a checkered black and white tile floor
positive,elephant walking through the middle of the road in front of a car. 
positive,an elephant crossing the road in front of a car.
positive,two sheep peeking over the wall at something.
positive,full grown cat laying down and sleeping on top of a car. 
positive,a colorful train stopped at a train station.
positive,kitchen area with counter top space and dining room table. 
positive,four giraffes standing in front of trees on a grassy field. 
positive,ladies riding down the street on motorcycles as others look on.
positive,two lines of motorcycles driving down the road while a crowd watches
positive,a group of older people sitting on a park bench with a dog on a leash.
positive,a bathroom with a sliding shower door next to a toilet.
positive,an single passanger in an airplane flying through the sky
positive,a man standing next to a motorcycle on asphalt.
positive,a girl in a kitchen on a booster stool washing dishes.
positive,a toilet on the outside of a building next to a parking meter.
positive,a boat home sitting on a river bay.
positive,"a view of a kitchen with cabinets, a sink and a clothes washer."
positive,people standing around a cake with candles in it.
positive,an orange tabby cat lying in a bathroom sink.
positive,a blue suitcase is leaning against a post on the street while a man walks by.
positive,a passenger train stopped near a train station.
positive,"the front view of a building that has a bench, and chairs located in front. "
positive,a cat napping on a red car in a driveway.
positive,a blurry picture of a cat standing on a toilet.
positive,the interior of a house with lots of wood detailing.
positive,a man walking past a suitcase and street lamp
positive,"the bathroom toilet with the cover up, sink, and bathroom items are shown."
positive,a truck sitting on a field with kites in the air.
positive,a photo of a toilet with items on the tank.
positive,a car show features a yellow hot wheels car.
positive,a canopy bed with white see through curtains. 
positive,a orange cat taking a nap on top of a car.
positive,a shiny motorcycle is parked on a city sidewalk.
positive,an american eagle commercial plane flying in the sky
positive,a commercial airplane flies through the sky to its destination. 
positive,the front view of the stove built within the counter. 
positive,a lot of spectators  watch a motorcade on washington d.c. 
positive,a person holding upright an older motorcycle that looks to be retrofitted.
positive,a cat standing on the toilet bowl seat
positive,a bathroom with dark wooden fixtures  and shelving
positive,a bathroom with a sink and a toilet near a scale
positive,a commercial plane on the strip to take off.
positive,"the view of the shower, sink, and towel rack."
positive,several pieces of art and a painting on display
positive,a gay parade with some lesbians on motorcycles
positive,a fluffy cat sleeping on top of a red car.
positive,a dog standing near a street sign on a dirt road
positive,a group of women are describing a new setup for a building plan
positive,two people riding horses along  a trail
positive,a counter top in a laundry room with a tile back splash
positive,a man sitting on a toilet in front of the computer.
positive,"elephant crossing road in front of suv vehicle,"
positive,motorcyclists and a bicycle are parked on a yard.
positive,several giraffe somewhat distant standing on the edge of a wooded area.
positive,a man and a woman walking in the snow with a dog. 
positive,a sheep in the field being shorn by a man.
positive,a brightly colored store front with benches and chairs.
positive,a person in full leather riding a motorcycle with a stuff animal on the back.
positive,people at a auto show viewing very fancy cars.
positive,a nicely decorated kitchen area with white cabinets 
positive,a toilet next to a wall in the bathroom. 
positive,the sightseeing boat streams along the river joined by a plane
positive,a thin dog is standing by a marker in the road. 
positive,"a couple people on motocross bikes, and a couple other people standing around."
positive,an old airplane is flying through the sky.
positive,a toilet in a bathroom with stone walls.
positive,the bathroom features a vanity sink and tub/shower combination.
positive,a police man standing on tip of his motorcycle.
positive,a white bed and a ceiling fan light 
positive,a white bathroom a sink and a brown mirror
positive,a modern and clean bathroom with a big sink.
positive,a photo of  a boat with an airplane in back
positive,a man cooking in the kitchen in front of the stove. 
positive,a room with a chair and couch and multiple books.
positive,a man riding a bike with a wooden trainer attached and a dog riding in it.
positive,a herd of of wild animals walking around a field surrounded by forest.
positive,a woman hovering over food on a wooden table.
positive,a man and police officer on the sidewalk next to a motorcycle.
positive,a marine that is looking at his cell phone.
positive,two motorcycles parked on black pavement side by side.
positive,two people riding horses along a scenic trail.
positive,a empty laundry room with lot of storage space.
positive,a decorated jet plane flying in the sky leaving a traill of smoke
positive,a boy and girl are putting their bicycles on the front of a bus
positive,a man with glasses riding in a car with an adorable dog in the backseat.
positive,a man riding on the back of a brown horse in front of a truck.
positive,a house boat with many bikes on a riverbank.
positive,a bathroom sink underneath a mirror and tooth brushes.
positive,an airplane that is on the landing strip.
positive,a group of people in a field of grass near a building
positive,a man with a bicycle stands in front of a bus.
positive,a man on a bike pulling a dog in a cart.
positive,a toilet and plunger in a rustic bathroom.
positive,a man driving with his dog in the back seat.
positive,a bathroom with two sinks and an enclosed shower.
positive,a person standing beside a unique moped on a street.
positive,a peson riding a bike down a long narrow road.
positive,a wide empty street corner filled with buildings.
positive,a broken door frame showing a a bathroom with a cement floor and a broken back wall
positive,a motorcyclist in his helmet parked along side a road near the ocean
positive,three drivers wearing helmets sitting on their motorcycles.
positive,a very small brown colored bathroom with a white toilet.
positive,two people stand outside of a very old building.
positive,a toilet in a restroom next to a trash can.
positive,benches and chairs set outside a building with cathedral doors.
positive,a poster bed with canopy in a room. 
positive,big commercial airplane getting ready to take off.
positive,the a car that is stopped at a red light at an intersection
positive,a ferry moved through the water while an airplane flies overhead.
positive,two back to back wooden benches next to a shrub near a stone walkway
positive,a mercedez benz car is parked next to a parking meter.
positive,two adorable dogs hanging out of a car door window.
positive,a bathroom with a checkered floor and an enclosed shower.
positive,an orange cat sleeping on top of a red car.
positive,girls wash a motorcycle while men look on.
positive,a white and bright bathroom with silver fixtures.
positive,picture taken inside a car at a stop sign of fall foliage.
positive,an airliner taking off from an airport runway.
positive,a train is pulling into the train station.
positive,two different motorcycles angle parked on a street.
positive,a small bathroom is featured in this photo.
positive,"zebras, giraffes and kudus on the run across a plain."
positive,the cop was standing on his bike for fun.
positive,a toilet sitting on the street next to a parking machine.
positive,a bathroom with a tan sink and white toliet.
positive,benches are next to a bush in a lighted park
positive,a passenger jet flies during daytime in the sky.
positive,a group of people standing near the motorcycles on the street. 
positive,several people standing in an area with picnic tables looking at a board.
positive,"two aircraft flying, one a jet and one a propeller plane."
positive,a man driving  a car with his dog in the back seat.
positive,a dog wearing a protective cone around it's head watching tv.
positive,a mirrored door showing the reflection of a couple
positive,a laptop computer a keyboard and two monitors
positive,a man riding a bicycle down a sidewalk.
positive,a cat sniffing an upside down blue bicycle.
positive,onlookers are watching a pair doing tricks on their motorcycle. 
positive,a kitchen with wooden cabinets a sink and a dish washer
positive,a celebration with cake for navy members stationed in thailand
positive,a train with a striped door waiting on a train track.
positive,a retro style television set a lamp a couch pictures and curtains
positive,a boy wearing headphones using one computer in a long row of computers
positive,"a black mercedes read ""supabaad"" on the licence plate."
positive,a white kitchen with a grey counter top.
positive,a bathroom with a toilette with it's seat down.
positive,a cat checking out a bike that is upside down.
positive,a kitchen filled with dishes and appliances with lots of cupboards..
positive,two adorable birds perched on a piece of bamboo.
positive,a marine in uniform using a smart phone.
positive,a messy kitchen with pots and pans laying around.
positive,a jumbo jet touching down on the runway.
positive,a woman giving a presentation in a park.
positive,a bowl of oranges near a pillow and golden decorations.
positive,it is a savannah with zebras and giraffes.
positive,a street full of people parading down the road.
positive,a man and a woman standing next to a motor cycle.
positive,a large bathroom with an enclosed toilet and a large sink.
positive,this is the outside of a building with chairs and benches present.
positive,this the outside of a train with a slanted striped door.
positive,a young man standing next to a racecar on a display lot.
positive,"a basic bathroom with a toilet, sink and mirror."
positive,a nasty run down bathroom with a leaky toilet.
positive,a close up of candles on a cake with onlookers in the background.
positive,a cat is perched on the top of a toilet seat in the bathroom.
positive,a bathroom with wooden decoration with a toilet and bathtub. 
positive,an office desk holding multiple computers and various supplies.
positive,"a person holds a digital camera in front of a seated woman brushing her teeth, while another woman also brushes in the background."
positive,a man wearing a striped suit standing next to butcher knives.
positive,three elderly people on a bench gazing into the middle distance.
positive,a bathroom with green walls and a toilet and a shower.
positive,a bathroom with a white toilet and a white sink.
positive,a woman sitting at a table while holding a pair of scissors.
positive,three airplanes on display with a safety fence.
positive,a motorcycle rider some trees going down a road
positive,an old picture of a family on their farm.
positive,a bathroom with two urinals and a sink.
positive,an older asian woman fixing food on a table
positive,this is a bathroom that looks to be recently remodeled.
positive,a white stove in a kitchen and a blender and bowls 
positive,there is a light on in the oven.
positive,a kitchen cluttered with dishes with a stove and oven.
positive,"a cream themed bathroom with a toilet, sink with mirror, and shower"
positive,an airplane flying in a blue sky with it's landing gear down.
positive,an office desk with antiques underneath a beautiful painting.
positive,an office with both a desktop computer and a laptop computer.
positive,a wooden bathroom with a wooden toilet next to a window.
positive,a fully-stocked kitchen with no one in it.
positive,a man standing in a kitchen preparing food.
positive,an airplane flies low near a boat on a river.
positive,two military guys cutting a cake in half.
positive,two dogs sticking their heads out of a car window.
positive,a towel hanging on a shower stall in a bathroom.
positive,a ferry boat and a jet flying over head
positive,a light green kitchen some cabinets  a dish washer and a sink
positive,a motorcyclist rounds a corner as his partner hangs off the bike.
positive,a bathroom with a mirror sink towel and shower curtain
positive,people sit on a bench and wait for a bus.
positive,a photograph of a newly remodeled bathroom in a home.
positive,an empty bathroom has a tub and a sink in the background
positive,a lady is preparing a table with dishes of food.
positive,a one world airliner is set for take off.
positive,a man is riding a bike down a road.
positive,a small airplane flying next to a jet.
positive,white stalls installed on the walls of a men's room.
positive,dog in parking lot and on a leash.
positive,three people on motorcycles stopped in a parking lot.
positive,a heritage building with big windows and next to a clock tower.
positive,people standing next to a table with a cake 
